Artist,Related Artists
Toxi$,"SixteenInMono, Ferdk, Shady Cicada, Dinnick the 3rd, Artificial Fear, Husky by the Geek, Vomitron, Nestalgica, Daniel Tidwell, GlitchxCity, Powerglove, Game & Sound, Ro Panuganti, Megadriver, Year 200X, Neku, Thunderclash, Retro Remix Revue, Sean Schafianski, GaMetal"
Шайни,"MBLAQ, 2PM, TEEN TOP, SUPER JUNIOR, G-DRAGON, TVXQ!, f(x), FTISLAND, U-KISS, B1A4, CNBLUE, 2NE1, Beast, miss A, BTOB, SHINHWA, SS501, ""NUEST"", SISTAR, Wonder Girls"
(G)I-DLE,"Hwa Sa, TWICE, LOONA, MAMAMOO, Weki Meki, SEULGI, WJSN, JEON SOYEON, fromis_9, K/DA, MOMOLAND, OH MY GIRL, BLACKPINK, Red Velvet, LOOΠΔ / ODD EYE CIRCLE, I.O.I, CLC, PRISTIN V, HYOLYN, CHUNG HA"
INTERWORLD,"ONIMXRU, Xantesha, MC ORSEN, chipbagov, SCXR SOUL, VØJ, Hensonn, fam0uz, KUTE, Pluxry SkUrt, SHADXWBXRN, Ariis, Isolate.exe, GLWKMOD, STXRZ, PLAYAMANE, SHPACKYOU$, ZODIVK, Phonkha, MoonDeity"
Kill Eva,"ENCASSATOR, madk1d, билборды, whyalive, rizza, kawaiianimegirlll1337, gitarakuru, курящих нет, влад пиво, zeekayo, СЕРЕГА ПИРАТ, Sqwore, КАКАЯ РАЗНИЦА, zxcursed, конец солнечных дней, ANGUISH, kantaa, 17 SEVENTEEN, Xdree, Midix"
Quest Pistols,"Vera Brezhneva, Gradusy, Nikita, PIZZA, Sergey Lazarev, VIA Gra, Vintage, ""BandEros"", Bianka, LOBODA, Hi-Fi, IOWA, REFLEX, Propaganda, Verka Serduchka, Nyusha, Korni, Elvira T, Diskoteka Avariya, Glukoza"
Три дня дождя,"тринадцать карат, MUKKA, saypink!, DSPRITE, pyrokinesis, наше последнее лето, КОСМОНАВТОВ НЕТ, курящих нет, пачкасигарет, Aikko, Naitivihod, Джизус, Cold Carti, билборды, Я.СГОРЕЛ.ДВАЖДЫ, playingtheangel, семьсот семь, Папин Олимпос, fem.love, БРЕДИШЬ"
Skryptonite,"ATL, LSP, Thomas Mraz, Truwer, Yanix, T-Fest, OBLADAET, kizaru, Husky, Markul, FACE, Pika, Mnogoznaal, V $ X V PRiNCE, Max Korzh, JEEMBO, Big Baby Tape, Oxxxymiron, JILLZAY, PHARAOH"
Korol i Shut,"Lumen, Pornofilmy, Priklyucheniya Elektronikov, Kukryniksy, Горшок, KnyaZz, Aria, Agatha Christie, Piknik, Brutto, Egor Letov, ДДТ, Tarakany!, Louna, Chaif, Kino, Animal Jazz, Krematorij, Bravo, Кипелов"
Pepel Nahudi,"NEWLIGHTCHILD, KVESTAR, Минин, whyalive, lil 17th, nkeeei, LXNER, Шайни, rizza, SEEYASIDE, Кореш, kantaa, zeekayo, PINQ, 44neverluv, 3TERNITY, Sqwore, Toxi$, Daybe, Cold Carti"
Scally Milano,"uglystephan, 163ONMYNECK, Шайни, PLOHOYPAREN, BUSHIDO ZHO, LIL MORTY, Heronwater, LOVV66, OG Buda, MAYOT, Платина, SODA LUV, Yanix, YUNGWAY, ROCKET, LIL KRYSTALLL, PINQ, August, Aarne, xxxmanera, "
ooes,"zhanulka, Я.СГОРЕЛ.ДВАЖДЫ, курящих нет, Папин Олимпос, Автостопом по фазе сна, ПОЛМАТЕРИ, Cold Carti, Vspak, ssshhhiiittt!, Дайте танк (!), вышел покурить, ЩЕНКИ, pyrokinesis, алёна швец., Кишлак, КОСМОНАВТОВ НЕТ, конец солнечных дней, Poshlaya Molly, нексюша, Monetochka"
INSTASAMKA,"Yanix, LOVV66, daryana, SODA LUV, Big Baby Tape, Aarne, Scally Milano, LSP, Poshlaya Molly, V $ X V PRiNCE, GONE.Fludd, TATISIZE, Дора, FACE, MAYBE BABY, OG Buda, uglystephan, kizaru, BUSHIDO ZHO, Платина"
LOVV66,"PLOHOYPAREN, uglystephan, MAYOT, 163ONMYNECK, Шайни, Heronwater, Платина, Yanix, SODA LUV, BUSHIDO ZHO, PINQ, LIL MORTY, YUNGWAY, LIL KRYSTALLL, Scally Milano, nkeeei, OG Buda, Aarne, THRILL PILL, ROCKET"
shadowraze,"quiizzzmeow, zxcursed, Midix, whyalive, rizza, СЕРЕГА ПИРАТ, 17 SEVENTEEN, Sqwore, fem.love, LXNER, gitarakuru, Twinky, билборды, KVESTAR, xxxmanera, 163ONMYNECK, Кишлак, BUSHIDO ZHO, семьсот семь, PLOHOYPAREN, ""Error occurred while searching for the artist SOSKA 69. Status code: 429"", ""Error occurred while searching for the artist My. Status code: 429"""
SUICIDAL-IDOL,"w6lker, 1stress, korpsebunny, Kaneda7, qtae, cholorofilm, hauntingclaire, 2040x2040, syris, hateoryx, ratrace90210, Xaxanity, Hospital, g0r3c0r3, xofilo, zeija, Feeluvsyou, LyteSpeed, Vampyx, luvwillow"
FACE,"Humble Pie, Mott The Hoople, Derek & The Dominos, Traffic, Keith Richards, Pete Townshend, James Gang, Free, Blind Faith, The Yardbirds, Ronnie Wood, Badfinger, Buffalo Springfield, Ten Years After, Small Faces, Little Feat, Savoy Brown, Leon Russell, Steppenwolf, Canned Heat"
Kravz,"Zanuda, Rem Digga, 9 Gramm, Nigativ, Slovetskii, Gio Pika, Luxor, Tony Tonite, Smoky Mo, Basta, ""LOne"", Chester Nebro, Triagrutrika, Noggano, Loc-Dog, Kaspiyskiy Gruz, Murovei, Tipsi Tip, TRUEten, Gansello"
S3BZS,"TRASHXRL, slxughter, DJ Ritmo55, TOKYOSLEEP, NXVAMANE, DJ MENOR DA ZN, ARXMANE, DJ Oliver Mendes, DJ TWOZ, DJ LZIN, SXID, DJ Dudah, L1OR, $werve, DJ Batidão, LXNGVX, IAMTRA$H, DJ RICK 013, 6YNTHMANE, $pidxrs?808"
CMH,"Mario, Trey Songz, Lloyd, T-Pain, The-Dream, Ne-Yo, Pretty Ricky, August Alsina, Usher, Bow Wow, Jeremih, Keyshia Cole, Ciara, Jacquees, Sean Kingston, Kid Ink, Ty Dolla $ign, Eric Bellinger, Wale, Jagged Edge"
Stray Kids,"THE BOYZ, MONSTA X, DAY6, SEVENTEEN, NCT 127, The Rose, NCT, A.C.E, NCT U, GOT7, TAEMIN, SF9, PENTAGON, WOODZ, VICTON, NCT DREAM, Eric Nam, N.Flying, ONEWE, ONF"
10AGE,"JAMIK, Kambulat, Канги, Jakone, WHITE GALLOWS, CAPTOWN, TEKSIDR, Markul, Andy Panda, РУВИ, 104, By Индия, VERBEE, WhyBaby?, NLO, Xassa, ФОГЕЛЬ, T-Fest, Truwer, A.V.G"
КАКАЯ РАЗНИЦА,"не панк, конец солнечных дней, Я.СГОРЕЛ.ДВАЖДЫ, Синдром Восьмиклассника, семьсот семь, Солнечный Муслим, курящих нет, morphy, нэнси холод, БРЕДИШЬ, shit shit shit!, Автостопом по фазе сна, снова не успел, Автоспорт, пачкасигарет, shiawase, drainedgod, gitarakuru, МИНУС18, билборды"
zhanulka,"нексюша, Я.СГОРЕЛ.ДВАЖДЫ, Папин Олимпос, алёна швец., ФРЕНДЗОНА, КОСМОНАВТОВ НЕТ, ooes, Элли на маковом поле, Vspak, nmilova, ЩЕНКИ, ПОЛМАТЕРИ, курящих нет, КАКАЯ РАЗНИЦА, Дайте танк (!), MAYBE BABY, Автостопом по фазе сна, конец солнечных дней, кис-кис, Cold Carti"
ANNA ASTI,"Ева Власова, NAZIMA, Lusia Chebotina, Artem Kacher, VESNA305, NЮ, Sam Cosmo, Chris Yank, HANNA, Mari Kraimbrery, Irina Dubtsova, Amirchik, Sevak, Natan, Khalbi, ETOLUBOV, ANIVAR, Mohito, Artik & Asti, #2Mashi"
Midix,"whyalive, gitarakuru, LXNER, quiizzzmeow, KVESTAR, 44neverluv, rizza, 17 SEVENTEEN, zeekayo, shiawase, kantaa, Sqwore, 2kizz, takeluf, pyatno, Hikiray, treepside, LOLIWZ, хочуспать, Фенди"
Monetochka,"Дайте танк (!), Electroforez, My, Komsomolsk, Grechka, Svidaniye, Мимо Вселенной, GSPD, ssshhhiiittt!, AloeVera, The Retuses, Manizha, Сироткин, ЩЕНКИ, Poshlaya Molly, Valentin Strykalo, IOWA, Flëur, Luna, DAKOOKA"
Agatha Christie,"Nautilus Pompilius, Piknik, Bi-2, ДДТ, Глеб Самойлоff & The Matrixx, Smyslovye Gallyutsinatsii, Kukryniksy, Krematorij, 7B, Chaif, Alisa, Vyacheslav Butusov, Splean, Tantsy Minus, Kino, Bravo, Linda, Mumiy Troll, Nogu Svelo!, Чиж & Co"
Max Korzh,"LSP, ATL, Грибы, T-Fest, Skryptonite, FACE, Thomas Mraz, Mnogoznaal, Truwer, Pika, Markul, ""LOne"", Eldzhey, Oxxxymiron, OBLADAET, MiyaGi & Endspiel, Husky, Basta, PIZZA, kizaru"
DOLINOV,
Peggy Gou,"Ross from Friends, Channel Tres, Yaeji, Jayda G, DJ BORING, Folamour, HNNY, Laurence Guy, Chaos In The CBD, Against All Logic, Bicep, Shinichiro Yokota, Mall Grab, ANOTR, Daphni, &ME, Denis Sulta, ""Barry Cant Swim"", Jamie Jones, Bellaire"
Libianca,"Fave, Pheelz, Xross, Lojay, Oxlade, Magixx, Ayra Starr, Majeeed, Jipo, Mavins, Rotimi, Chop Daily, melvitto, Victony, 1da Banton, Joeboy, L.A.X, Iyanya, Bayanni, KiDi"
Pommelien Thijs,"MAKSIM, #LikeMe Cast, Camille, Regi, Lotte De Clerck, Spring, Artiesten voor 12-12, Niels Destadsbader, Laura Tesoro, Metejoor, Berre, Bazart, Niels & Wiels, Laura Omloop, Cleymans & Van Geel, Bart Peeters, OLIVIA, De 3 Biggetjes, Gene Thomas, 5NAPBACK"
SDM,"Zed, Gambino La MG, UZI, L2B, Mig, Leto, Landy, Bolémvn, Rsko, DA Uzi, Zkr, Guy2Bezbar, Timal, Dosseh, Hös Copperfield, 4Keus, Genezio, Fresh La Douille, Green Montana, Kodes"
Ed Sheeran,"James Arthur, Shawn Mendes, James TW, Sam Smith, Charlie Puth, Hailee Steinfeld, Calum Scott, Liam Payne, Niall Horan, James Bay, Lewis Capaldi, Lukas Graham, Nick Jonas, The Vamps, Alessia Cara, DNCE, Meghan Trainor, The Script, Cheat Codes, The Chainsmokers"
Ayra Starr,"Pheelz, Mavins, Lojay, Magixx, Mayorkun, Fave, Adekunle Gold, LADIPOE, Tiwa Savage, Joeboy, Wande Coal, Ruger, Spyro, Young Jonn, SPINALL, Victony, Olamide, Iyanya, Oxlade, Bnxn"
Maan,"Talal Qureshi, Taha G, Towers, Abdullah Siddiqui, Omar Mukhtar, Turhan James, Izzchughtai, Rozeo, Shamoon Ismail, Rovalio, Hassan & Roshaan, Hasan Raheem, SomeWhatSuper, Arsalan Hasan, Ali Alvi, Mooroo, Kashmir, Annural Khalid, Faris Shafi, Marshall Ahmad"
Goldband,"Froukje, MEROL, Sophie Straat, Big2, De Jeugd Van Tegenwoordig, The Opposites, Son Mieux, Turfy Gang, Maan, S10, BOB, Bazart, Prins S. en De Geit, Goldkimono, Fokke Simons, Sef, Typhoon, Joost, Gotu Jim, Lustrum A.S.C./A.V.S.V."
Camille,"Cécile Chaminade, Marc Trenel, Matthias Rácz, Michel Bettez, Theodor Leschetizky, Klaus Thunemann, Bram van Sambeek, Judith LeClair, Jaakko Luoma, Karen Geoghegan, Claude Debussy, Jean Martinon, Milan Turkovic, Franz Schubert, Sergio Azzolini, Maria Kliegel, Eugene Ormandy, Sergei Rachmaninoff, Barry Wordsworth, Antonín Dvořák"
DYSTINCT,"Shikss, Bryan Mg, Architrackz, Clandistino, Equalz, Zefanio, Oualid, Djaga Djaga, F1rstman, Chip Charlez, DJ DYLVN, Mo Temsamani, Zouhair Bahaoui, Ismo, Twin n Twice, Frsh, Henkie T, DJ Hamida, Tiiwtiiw, Chivv"
P!nk,"Jessie J, Kelly Clarkson, Fergie, Adam Lambert, Gwen Stefani, Natasha Bedingfield, Christina Aguilera, Rita Ora, Avril Lavigne, The Veronicas, Olly Murs, Leona Lewis, Ella Henderson, Jess Glynne, Cher, Ellie Goulding, Anne-Marie, Christina Perri, Andy Grammer, Sara Bareilles"
JEY BROWNIE,"HD La Relève, Théodore 🥷🏿, Cinco, Elh Kmer, Prinzly, Prototype, Roshi, Norsacce Berlusconi, Bné, Zed, LETS GO, Karmen, L’As, Malo, Slkrack, USKY, mademoiselle lou, DMS, Cheu-B, Stony Stone"
Tiakola,"Rsko, L2B, Genezio, 4Keus, Leto, Kaza, Guy2Bezbar, Ronisia, Gambino La MG, Oskoow, Mig, Landy, Favé, Bolémvn, Franglish, Zed, SDM, Harley, Kodes, RK, ""Error occurred while searching for the artist Elton John. Status code: 429"", ""Error occurred while searching for the artist Ninho. Status code: 429"", ""Error occurred while searching for the artist Lost Frequencies. Status code: 429"", ""Error occurred while searching for the artist Coldplay. Status code: 429"", ""Error occurred while searching for the artist Morad. Status code: 429"", ""Error occurred while searching for the artist No Limit. Status code: 429"", ""Error occurred while searching for the artist Soolking. Status code: 429"", ""Error occurred while searching for the artist $hirak. Status code: 429"", ""Error occurred while searching for the artist Naps. Status code: 429"""
DENNIS,"NoMBe, Bishop Briggs, Allan Rayman, Nathan Goshen, Full Trunk, PatrickReza, Ravid Plotnik, Beit Habubot, Jasmin Moallem, Tuna, Idan Amedi, E-Z, Liran Danino, Two Feet, Atar Mayner, Mosh Ben Ari, Hadag Nahash, Mercedes Band, Mergui, Dudu Tassa, "
Mc Livinho,"MC G15, Mc Don Juan, Mc Pedrinho, MC Kekel, Mc Th, ZAAC, MC Kevinho, MC L da Vinte, Mc Gw, Mc Kitinho, MC Dede, Mc Kevin, MC Menor da VG, Delano, Mc João, MC Rick, Mc Pikachu, Mc IG, Mc PP da VS, MC Kapela"
AgroPlay,"Fazendinha Sessions, Dj Chris No Beat, Luan Pereira, US Agroboy, Léo & Raphael, Felipe e Rodrigo, Brenno & Matheus, Félix, Ana Castela, Loubet, Antony & Gabriel, Fiduma & Jeca, Pedro Paulo & Alex, Gustavo Moura & Rafael, Bruno & Barretto, DJ Lucas Beat, Paulo e Nathan, Pedro Sanchez e Thiago, Luiz Henrique e Leo, Dj Kevin"
Mc Pedrinho,"MC Kekel, Mc Kitinho, Mc Livinho, MC G15, Mc João, MC Rodolfinho, Mc Gw, Mc Th, MC Dede, Mc Pikachu, Mc Don Juan, MC L da Vinte, Mc Jhey, Mc Leléto, Delano, MC Menor da VG, Os Cretinos, MC Kapela, Mc PP da VS, MC Menor Mr"
Veigh,"Yunk Vino, Vulgo FK, Kyan, Ryu, the Runner, Aka Rasta, Derek, Caio Luccas, Dfideliz, Recayd Mob, Chefin, Alee, Menor MC, UCLÃ, Tz da Coronel, Jovem Dex, MC PH, Mateca, KayBlack, Kawe, BIN"
Simone Mendes,"Simone & Simaria, Luiza Martins, Leo Chaves, Paula Mattos, Gustavo Moura & Rafael, Luiz Henrique e Leo, Naiara Azevedo, Felipe e Rodrigo, Hugo Henrique, Paulo e Nathan, Vitor e Luan, Bruno & Denner, Fred & Fabrício, Kevi Jonny, João Bosco e Gabriel, João Gustavo e Murilo, Vitinho Imperador, Jonas Esticado, Yasmin Santos, Lauana Prado"
Israel & Rodolffo,"Matheus & Kauan, Fred & Gustavo, Pedro Paulo & Alex, Maiara & Maraisa, Zé Neto & Cristiano, Humberto & Ronaldo, Diego & Arnaldo, Loubet, Henrique & Juliano, George Henrique & Rodrigo, Cristiano Araújo, Henrique & Diego, Naiara Azevedo, João Bosco & Vinicius, Diego & Victor Hugo, Lucas Lucco, Munhoz & Mariano, Thaeme & Thiago, Gusttavo Lima, Marcos & Belutti"
Dyamante DJ,"Dj Vitor Lima, 2L Motta, MC Durrony, DJ Biel do Furduncinho, DJ MT SILVÉRIO, MC Gustavinho, Boyzinho o Rei da Bregadeira, Davi Kneip, DJ Dn o Astro, Kadu Martins, Patrick DJ, MC MENOR HR, Rick Rastro, Mc Th, Machadez, Dj LK da Escócia, Mc Jacaré, MC Menor MT, Kaio Viana, MC Rogerinho"
Guilherme & Benuto,"Diego & Victor Hugo, Paulo e Nathan, Vitor e Luan, Clayton & Romário, George Henrique & Rodrigo, Bruno & Denner, Hugo & Guilherme, Felipe e Rodrigo, Os Parazim, Murilo Huff, Lauana Prado, Humberto & Ronaldo, Israel & Rodolffo, Fred & Fabrício, João Gustavo e Murilo, Ícaro e Gilmar, Diego & Arnaldo, Luan Pereira, Guilherme & Santiago, Gustavo Moura & Rafael"
Zé Neto & Cristiano,"Matheus & Kauan, Maiara & Maraisa, Diego & Victor Hugo, Naiara Azevedo, Lauana Prado, Yasmin Santos, Gustavo Mioto, Pedro Paulo & Alex, Felipe Araújo, Henrique & Juliano, João Gustavo e Murilo, Diego & Arnaldo, Bruno & Barretto, George Henrique & Rodrigo, Lucas Lucco, Marília Mendonça, Loubet, Cleber & Cauan, Paula Mattos, Cristiano Araújo"
Henrique & Juliano,"Matheus & Kauan, Diego & Arnaldo, Maiara & Maraisa, Diego & Victor Hugo, Pedro Paulo & Alex, Zé Neto & Cristiano, Bruno & Barretto, Lauana Prado, Naiara Azevedo, George Henrique & Rodrigo, Gustavo Mioto, Yasmin Santos, Felipe Araújo, Israel & Rodolffo, Henrique & Diego, Marília Mendonça, Loubet, Lucas Lucco, Cristiano Araújo, Jonas Esticado"
Ana Castela,"Dj Chris No Beat, Fazendinha Sessions, Luan Pereira, AgroPlay, US Agroboy, Léo & Raphael, Félix, Brenno & Matheus, Antony & Gabriel, Loubet, DJ Lucas Beat, Dj Kevin, Felipe e Rodrigo, Bruno & Barretto, Pedro Paulo & Alex, Fiduma & Jeca, Thiago Castelli, Naiara Azevedo, Os Parazim, Gustavo Moura & Rafael"
Kadu Martins,"Vitinho Imperador, Boyzinho o Rei da Bregadeira, Deavele Santos, Josué Bom de Faixa, Paulo Pires, Eric Land, MC Rogerinho, Renanzin Pressão, Murilo Costa, Turma da Pisadinha, Lucas Aboiador, Marcynho Sensação, Henry Freitas, Manim Vaqueiro, Gato Preto, Jonas Esticado, Vitor Fernandes, Matheus Fernandes, Japãozin, Zé Cantor"
Grupo Menos É Mais,"Di Propósito, Mumuzinho, Bom Gosto, Vou Zuar, Kamisa 10, Tiee, Pixote, Jeito Moleque, Vou pro Sereno, Vitinho, Sudario, Akatu, Ferrugem, Turma do Pagode, Péricles, Grupo Clareou, Thiaguinho, Tá Na Mente, FM O Dia, Grupo Presença"
Luan Santana,"Jorge & Mateus, Fernando & Sorocaba, Marcos & Belutti, Gusttavo Lima, Guilherme & Santiago, Maria Cecília & Rodolfo, João Neto & Frederico, César Menotti & Fabiano, Michel Teló, João Bosco & Vinicius, Bruninho & Davi, Henrique & Diego, Cristiano Araújo, Zé Henrique & Gabriel, Paula Fernandes, Bruno & Marrone, Victor & Leo, Edson & Hudson, Thaeme & Thiago, Inimigos Da HP"
Matheus & Kauan,"Zé Neto & Cristiano, Maiara & Maraisa, Diego & Victor Hugo, Yasmin Santos, Naiara Azevedo, Pedro Paulo & Alex, Diego & Arnaldo, Henrique & Juliano, Lauana Prado, Gustavo Mioto, Felipe Araújo, George Henrique & Rodrigo, Loubet, Paula Mattos, Lucas Lucco, Jefferson Moraes, Bruno & Barretto, João Gustavo e Murilo, Israel & Rodolffo, Henrique & Diego"
Luan Pereira,"Dj Kevin, US Agroboy, Brenno & Matheus, Thiago Castelli, Léo & Raphael, Loubet, Fazendinha Sessions, Dj Chris No Beat, Félix, Antony & Gabriel, Pedro Sanchez e Thiago, Max e Luan, Pedro Paulo & Alex, Bruno & Barretto, Fiduma & Jeca, João de Souza & Bonifacio, DJ Lucas Beat, Felipe e Rodrigo, Gustavo Moura & Rafael, Conrado & Aleksandro"
MC Caverinha,"Marcos Baroni, Tropa do Bruxo, Aldeia Records, Kalli, Jovem Dex, Kawe, Thiago Kelbert, Mateca, Krawk, Dudu, Menor MC, Alee, DJ Matt D, Danzo, Reid, Leozin, Salvador Da Rima, Dfideliz, Welisson, Boca"
Marília Mendonça,"Diego & Victor Hugo, Lauana Prado, Felipe Araújo, Gustavo Mioto, Maiara & Maraisa, Yasmin Santos, Naiara Azevedo, Zé Neto & Cristiano, Matheus & Kauan, João Gustavo e Murilo, Paula Mattos, Diego & Arnaldo, Henrique & Juliano, George Henrique & Rodrigo, Cristiano Araújo, Lucas Lucco, Marcos & Belutti, Wesley Safadão, Henrique & Diego, Bruno & Barretto"
Gustavo Mioto,"Felipe Araújo, Naiara Azevedo, Lauana Prado, Yasmin Santos, Diego & Victor Hugo, Maiara & Maraisa, Matheus & Kauan, Paula Mattos, Bruno & Barretto, Zé Neto & Cristiano, Marília Mendonça, Diego & Arnaldo, João Gustavo e Murilo, Mano Walter, Pedro Paulo & Alex, George Henrique & Rodrigo, Lucas Lucco, Henrique & Juliano, Marcos & Belutti, Thaeme & Thiago"
KayBlack,"Vulgo FK, Yunk Vino, Kyan, MC PH, Caio Luccas, MC GP, Ryu, the Runner, Tz da Coronel, Veigh, Aka Rasta, Dfideliz, Mc IG, Chefin, Kawe, Derek, MC Cebezinho, BIN, WIU, MC Maneirinho, UCLÃ"
MC Kevin o Chris,"Mc Livinho, MC G15, Mc Th, DENNIS, MC Du Black, MC WM, MC MENOR HR, Mc Don Juan, DJ Cayoo, DJ Patrick Muniz, MC Kekel, Mc Jacaré, Pk, MC Levin, Mc Pedrinho, MC Zaquin, Dj GBR, Papatinho, Dj Gabriel do Borel, WC no Beat"
Hugo & Guilherme,"Luíza & Maurílio, Luiz Henrique e Leo, Lucca e Mateus, Max e Luan, Brenno & Matheus, Hugo & Vitor, Hugo Henrique, Juan Marcus & Vinícius, Léo & Raphael, Douglas & Vinicius, Kleo Dibah, Gustavo Moura & Rafael, Antony & Gabriel, George Henrique & Rodrigo, Vitor e Luan, Paulo e Nathan, Clayton & Romário, Diego & Victor Hugo, Fred & Fabrício, Bruno & Denner"
Matuê,"Recayd Mob, Raffa Moreira, Class A, Konai, Jé Santiago, Pineapple StormTv, Costa Gold, Filipe Ret, Yung Buda, Krawk, WC no Beat, Froid, Luiz Lins, Haikaiss, Xamã, 1Kilo, Cacife Clandestino, Dalsin, Chris MC, Baco Exu do Blues"
Melody,"Wandering River, Poella, Slow Rising Hope, Limelight Glow, Eternal Spring, Beyond Stillness, July Sunrise, Willow Valley, Harmony Night, Moonlight Echoes, Open Blue Sky, Cello Soul, Ivory Light, Dream Presence, Harp Flow, Ian Wong, Amity Fall, Nature In My Dreams, Cello Dreamers, MettaForm"
Clayton & Romário,"Mariana & Mateus, João Carreiro, Cleber & Cauan, Maurício & Eduardo, George Henrique & Rodrigo, Conrado & Aleksandro, Douglas & Vinicius, Humberto & Ronaldo, Kleo Dibah & Rafael, Edy Britto & Samuel, Zé Henrique & Gabriel, Marcos & Belutti, Mariana Fagundes, Gustavo Moura & Rafael, Antony & Gabriel, João Bosco & Vinicius, João Neto & Frederico, Luiz Henrique e Leo, Gabriel Gava, Henrique & Diego"
NATTAN,"Henry Freitas, Eric Land, Vitor Fernandes, Xand Avião, Josué Bom de Faixa, Jonas Esticado, Iguinho e Lulinha, Kadu Martins, Vitinho Imperador, Zé Vaqueiro, Felipe Amorim, Tarcísio do Acordeon, Manim Vaqueiro, Taty Girl, Raí Saia Rodada, Matheus Fernandes, Kevi Jonny, Boyzinho o Rei da Bregadeira, Zé Cantor, Fabinho Testado, "
Leo Santana,"Parangolé, Psirico, Bell Marques, Ivete Sangalo, Claudia Leitte, Chiclete Com Banana, Aviões do Forró, É O Tchan, La Furia, Banda Eva, Timbalada, Calcinha Preta, Asa De Águia, MC Rogerinho, XANDDY HARMONIA, Matheus Fernandes, Xand Avião, Kadu Martins, Limão Com Mel, Kevi Jonny"
WIU,"Mateca, Alee, Teto, Kawe, Oruam, Chefin, Jovem Dex, Vulgo FK, Aka Rasta, Marcos Baroni, Menor MC, Yunk Vino, Caio Luccas, MC Maneirinho, DJ Matt D, BIN, UCLÃ, Tz da Coronel, Long beatz, Dfideliz"
Belle Kaffer,"Altamira, Lara Silva, HITMAKER, Fazendinha Sessions, Dj Chris No Beat, Davi Kneip, Felipe & Murillo, Vivi, Luan Pereira, Jennifer e stephany, MC JottaPê, US Agroboy, Ana Castela, Dj Kevin, Félix, Thiago Castelli, Giana Mello, AgroPlay, Luan Otten, Lipe"
MC Guh SR,"Dj Pikeno Mpc, MC Pê Original, Markim WF, MC ZKW, MC BF, MC BN, MC Fefe Original, MC K.K, MC Guto VGS, DJ WOODY ORIGINAL, mc mulekinho, MC Zudo Boladão, MC Dezika, DJ Dozabri, Mc Vigarista, MC Fefe Da ZL, MC VITIN DA DZ7, DJ Pablo RB, DJ GRZS, Silva Mc"
Lauana Prado,"Yasmin Santos, Jefferson Moraes, Felipe Araújo, Paula Mattos, João Gustavo e Murilo, Naiara Azevedo, Diego & Victor Hugo, Maiara & Maraisa, Gustavo Mioto, PH e Michel, Diego & Arnaldo, Mano Walter, Zé Neto & Cristiano, Matheus & Kauan, Marília Mendonça, Bruno & Barretto, George Henrique & Rodrigo, Loubet, Thiago Brava, Lucas Lucco"
Maiara & Maraisa,"Naiara Azevedo, Matheus & Kauan, Zé Neto & Cristiano, Diego & Victor Hugo, Yasmin Santos, Lauana Prado, Diego & Arnaldo, Pedro Paulo & Alex, Felipe Araújo, Gustavo Mioto, Jefferson Moraes, Marília Mendonça, Paula Mattos, Lucas Lucco, Bruno & Barretto, João Gustavo e Murilo, Thaeme & Thiago, George Henrique & Rodrigo, Henrique & Juliano, Marcos & Belutti"
MC Rogerinho,"Eric Land, Kadu Martins, Matheus Fernandes, Boyzinho o Rei da Bregadeira, Kevi Jonny, Vitinho Imperador, Jonas Esticado, Deavele Santos, Vitor Fernandes, Henry Freitas, Avine Vinny, Felipe Amorim, Parangolé, Josué Bom de Faixa, Xand Avião, Marcynho Sensação, Paulo Pires, Murilo Costa, Os Quebradeiras, Tierry"
Gusttavo Lima,"Fernando & Sorocaba, Jorge & Mateus, Marcos & Belutti, Cristiano Araújo, João Neto & Frederico, Guilherme & Santiago, Michel Teló, Maria Cecília & Rodolfo, João Bosco & Vinicius, Henrique & Diego, Bruninho & Davi, Zé Henrique & Gabriel, César Menotti & Fabiano, Fred & Gustavo, João Carreiro & Capataz, Humberto & Ronaldo, Luan Santana, Bruno & Marrone, Edson & Hudson, Thaeme & Thiago"
